GenderSelect,Country,Age,CurrentJobTitleSelect,Tenure,WorkToolsSelect,LanguageRecommendationSelect,CompensationAmount
Male,Japan,40,Engineer,Less than a year,Python,Python,7000000.0
Female,Russia,24,Data Scientist,1 to 2 years,"Python,TensorFlow",Python,960000.0
Male,Other,18,Programmer,I don't write code to analyze data,"Python,TensorFlow",Python,0.0
Male,United Kingdom,27,Data Scientist,3 to 5 years,"R,SQL",R,38000.0
Female,India,37,Other,Less than a year,R,R,25000.0
Male,Australia,45,Machine Learning Engineer,1 to 2 years,"Jupyter notebooks,Python,R",Python,65000.0
Male,France,24,Scientist/Researcher,3 to 5 years,Python,Python,24000.0
Male,Netherlands,34,Scientist/Researcher,3 to 5 years,R,R,50000.0
Male,Iran,23,Computer Scientist,3 to 5 years,"Python,TensorFlow",Python,50000000.0
Male,India,23,Computer Scientist,1 to 2 years,"Jupyter notebooks,Python,R,SQL",Python,2000.0
Male,Russia,50,Data Analyst,1 to 2 years,R,R,33000.0
Male,Nigeria,29,Data Analyst,3 to 5 years,"R,SQL",Python,36000.0
Male,Spain,37,Machine Learning Engineer,1 to 2 years,"Jupyter notebooks,Python,R",Python,33000.0
Male,Ireland,24,Predictive Modeler,1 to 2 years,"Jupyter notebooks,Python,R,SQL",R,40000.0
Male,Spain,39,Scientist/Researcher,More than 10 years,"MATLAB/Octave,Python",C/C++/C#,40000.0
Male,India,34,Data Scientist,More than 10 years,Python,C/C++/C#,60000.0
Male,Russia,30,Data Analyst,3 to 5 years,"R,SQL",Python,1500000.0
Male,India,36,Programmer,Less than a year,"Python,R,SQL",SQL,2700000.0
Male,Belgium,32,Other,Less than a year,R,Python,80000.0
Male,India,34,Other,6 to 10 years,"Python,R",Python,1800000.0
Male,India,29,Data Scientist,3 to 5 years,"Python,R",R,2400000.0
Female,United States,27,Researcher,3 to 5 years,R,R,34000.0
Male,Philippines,29,Scientist/Researcher,3 to 5 years,"MATLAB/Octave,Python,R",Python,360000.0
Male,Germany,32,Software Developer/Software Engineer,1 to 2 years,"C/C++,Python,R",Python,5000.0
Male,France,27,Scientist/Researcher,3 to 5 years,"Jupyter notebooks,Python,R",R,20000.0
Male,Other,45,Engineer,1 to 2 years,"R,SQL",R,35000.0
Male,Japan,22,Software Developer/Software Engineer,Less than a year,Python,Python,4500000.0
Male,United Kingdom,70,Machine Learning Engineer,1 to 2 years,"MATLAB/Octave,Python",Python,40000.0
Male,South Korea,27,Machine Learning Engineer,3 to 5 years,"C/C++,Python",Python,50000.0
Male,Nigeria,37,Data Scientist,6 to 10 years,"Python,R,SQL",R,9000000.0
Male,India,31,Data Scientist,3 to 5 years,R,Python,500000.0
Male,India,25,Data Scientist,3 to 5 years,"MATLAB/Octave,Python,R",Python,470000.0
Male,Belgium,37,Researcher,6 to 10 years,"Jupyter notebooks,Python,R,SQL,Tableau",Python,60000.0
Male,Other,28,Other,3 to 5 years,"Python,R",Python,30000.0
Male,Switzerland,45,Engineer,6 to 10 years,"Jupyter notebooks,Python,R",Python,120000.0
Male,Italy,43,Other,3 to 5 years,Other,Matlab,46000.0
Male,Romania,38,Software Developer/Software Engineer,More than 10 years,"Jupyter notebooks,Python,TensorFlow",Python,18000.0
Female,France,25,Data Scientist,3 to 5 years,"Python,R",Java,31000.0
Male,India,34,Business Analyst,Less than a year,R,R,1000000.0
Female,Australia,34,Scientist/Researcher,More than 10 years,MATLAB/Octave,Python,100000.0
Male,Greece,26,Scientist/Researcher,Less than a year,"Python,TensorFlow",R,7200.0
Male,Turkey,36,Scientist/Researcher,Less than a year,"Python,R",Python,48000.0
Male,India,43,Software Developer/Software Engineer,I don't write code to analyze data,Python,Python,5600000.0
Male,Brazil,24,Software Developer/Software Engineer,1 to 2 years,"Python,R",Python,14400.0
Male,United States,31,Business Analyst,1 to 2 years,"Jupyter notebooks,Python,R,SQL,Tableau",SQL,58000.0
Male,Belgium,33,Data Scientist,3 to 5 years,"Jupyter notebooks,Python,TensorFlow",Python,48000.0
Male,Portugal,43,Data Analyst,More than 10 years,Other,Python,50000.0
Male,Other,28,Other,1 to 2 years,"Jupyter notebooks,Python",Python,17000.0
Male,United States,27,Data Analyst,3 to 5 years,"Jupyter notebooks,Python,SQL",Python,104000.0
Male,United States,34,Statistician,1 to 2 years,"Python,R",Python,70000.0
Male,France,47,Other,3 to 5 years,Python,Python,25000.0
Male,Japan,34,Data Analyst,1 to 2 years,"R,Tableau",R,75000.0
Female,Chile,31,Data Scientist,3 to 5 years,"R,SQL",R,18000000.0
Male,Germany,36,Other,3 to 5 years,"Jupyter notebooks,Python,SQL",Python,100000.0
Female,India,23,Engineer,1 to 2 years,"Python,R",Python,12000.0
Male,United States,29,Engineer,3 to 5 years,"Jupyter notebooks,Python,SQL",Python,50000.0
Male,India,21,Machine Learning Engineer,3 to 5 years,"Python,TensorFlow",Python,650000.0
Male,Australia,30,Business Analyst,1 to 2 years,"Jupyter notebooks,Python,R",Python,70000.0
Male,United States,41,Other,More than 10 years,Other,Python,130000.0
Male,Indonesia,24,Software Developer/Software Engineer,Less than a year,SQL,Python,66000000.0
Male,Colombia,28,Business Analyst,3 to 5 years,"R,Tableau",R,78000000.0
Male,Other,55,Data Scientist,More than 10 years,"MATLAB/Octave,Python,R",Python,500.0
Male,Switzerland,28,Predictive Modeler,6 to 10 years,"MATLAB/Octave,Python,R",Python,100000.0
Female,Ireland,33,Data Scientist,More than 10 years,"Jupyter notebooks,Python,R,SQL",Python,70000.0
Male,Russia,50,Data Scientist,3 to 5 years,Python,Python,32000.0
Male,Singapore,31,Data Scientist,More than 10 years,"Jupyter notebooks,Python,R,SQL,Tableau",Python,95000.0
Male,Russia,34,Software Developer/Software Engineer,Less than a year,SQL,Python,45000.0
Male,India,33,Data Scientist,3 to 5 years,"Python,R,SQL",Python,15.0
Female,Hong Kong,30,Data Scientist,6 to 10 years,"Python,R",R,60000.0
Male,United States,30,Scientist/Researcher,3 to 5 years,Python,Python,56000.0
Male,United States,42,Other,3 to 5 years,"Jupyter notebooks,Python,R",Python,172000.0
Male,United States,57,Researcher,More than 10 years,"R,SQL",R,85000.0
Male,Germany,53,Business Analyst,More than 10 years,"R,SAS Base,SQL",Python,80000.0
Male,Portugal,70,Researcher,More than 10 years,"C/C++,MATLAB/Octave",C/C++/C#,63000.0
Male,United States,57,Business Analyst,More than 10 years,"R,SQL",Python,120000.0
Male,United States,24,Data Scientist,1 to 2 years,"Python,R,SQL",Python,75000.0
Male,Colombia,62,Researcher,More than 10 years,MATLAB/Octave,C/C++/C#,150000000.0
Male,Other,26,DBA/Database Engineer,3 to 5 years,"Jupyter notebooks,Python,R,SQL",Python,25515.0
Female,United States,29,Data Scientist,1 to 2 years,"Jupyter notebooks,Python,R,SQL",R,90000.0
Male,India,29,Data Analyst,1 to 2 years,"Jupyter notebooks,Python,R,SQL",Python,60.0
Male,France,34,Data Scientist,6 to 10 years,"Jupyter notebooks,Python,TensorFlow",Python,53000.0
Male,United Kingdom,47,Scientist/Researcher,More than 10 years,"C/C++,Python",Python,100000.0
Female,Canada,28,Scientist/Researcher,1 to 2 years,Python,Python,20000.0
Female,United States,34,Data Analyst,6 to 10 years,"MATLAB/Octave,Python,R",Python,50000.0
Male,Hong Kong,31,Researcher,Less than a year,MATLAB/Octave,Python,15700.0
Male,United States,20,Data Analyst,Less than a year,"Jupyter notebooks,Python,TensorFlow",Python,120000.0
Male,United States,34,Scientist/Researcher,6 to 10 years,"MATLAB/Octave,Python",Python,50000.0
Male,United States,56,Engineer,Less than a year,MATLAB/Octave,Python,90000.0
Male,India,58,Other,Less than a year,"C/C++,Python,R",Python,3000000.0
Female,United States,56,Scientist/Researcher,Less than a year,Python,Python,1000.0
Male,Mexico,30,Data Scientist,3 to 5 years,"Jupyter notebooks,Python,R,SQL",R,540000.0
Male,Colombia,29,Researcher,Less than a year,R,R,3000000.0
Male,Brazil,51,Data Analyst,3 to 5 years,"Amazon Web services,Python,R",R,90000.0
Male,United States,28,Engineer,3 to 5 years,"MATLAB/Octave,Python",Python,105000.0
Female,United States,36,Data Scientist,6 to 10 years,"Jupyter notebooks,Python,R,SQL",R,82500.0
Male,Other,25,Statistician,3 to 5 years,R,R,4200000.0
Male,Spain,48,Data Scientist,1 to 2 years,"Python,R",R,80000.0
Male,United States,22,Engineer,3 to 5 years,"C/C++,Python",Python,75000.0
Male,United States,33,Data Analyst,3 to 5 years,"R,SQL,Tableau",R,72500.0
Male,United States,37,Scientist/Researcher,More than 10 years,MATLAB/Octave,Python,78000.0
Female,United States,27,Scientist/Researcher,6 to 10 years,"C/C++,Python,R",Python,60000.0
Female,United States,37,Data Analyst,1 to 2 years,"Python,R",R,56000.0
Male,United States,42,Other,6 to 10 years,R,R,200000.0
Male,United States,32,Operations Research Practitioner,3 to 5 years,"R,SQL,Tableau",R,140000.0
Male,Iran,27,Computer Scientist,Less than a year,"MATLAB/Octave,Python,TensorFlow",Python,0.0
Male,United States,29,Scientist/Researcher,3 to 5 years,"Python,R",Python,25000.0
Male,Other,35,Engineer,More than 10 years,"Python,SQL",Python,12000.0
Male,Spain,27,Data Scientist,3 to 5 years,"Python,R,SQL",Python,41000.0
Male,United States,23,Machine Learning Engineer,1 to 2 years,"C/C++,Python,R",Python,50000.0
Male,Other,22,Data Scientist,Less than a year,"Python,SQL",Python,12000.0
Male,Switzerland,32,Data Analyst,3 to 5 years,"Python,R,SQL",Python,100000.0
Male,Canada,24,Data Analyst,3 to 5 years,"Python,R,SQL",Python,80000.0
Male,United States,25,Researcher,3 to 5 years,"Jupyter notebooks,Python",Python,33000.0
Female,United States,41,Data Analyst,More than 10 years,R,R,120000.0
Female,India,36,Business Analyst,6 to 10 years,SQL,Python,1400000.0
Male,France,35,Machine Learning Engineer,1 to 2 years,"C/C++,Python",Python,60.0
Female,United States,24,Statistician,1 to 2 years,"R,SAS Base,SQL",SAS,70000.0
Male,United States,30,Data Scientist,1 to 2 years,"R,Tableau",R,70000.0
Male,Australia,31,Scientist/Researcher,1 to 2 years,"Python,R",R,70000.0
Male,France,43,Data Analyst,Less than a year,"Jupyter notebooks,Python,R",Python,18000.0
Male,United States,27,Scientist/Researcher,1 to 2 years,"Python,R",Python,29000.0
Male,United States,30,Data Scientist,6 to 10 years,Other,Python,110000.0
Male,United States,33,Business Analyst,1 to 2 years,Other,R,112000.0
Male,Canada,31,Data Analyst,1 to 2 years,"Jupyter notebooks,Python,R,SQL,Tableau",R,80000.0
Male,United States,32,Data Scientist,6 to 10 years,"R,SAS Base,SQL",R,160000.0
Male,United States,23,Data Analyst,Less than a year,"R,SQL",R,50000.0
Male,India,29,Software Developer/Software Engineer,1 to 2 years,"Python,TensorFlow",Python,200000.0
Male,South Korea,62,Statistician,More than 10 years,"Jupyter notebooks,Python,R,SQL",Python,100000.0
Male,Brazil,39,Computer Scientist,More than 10 years,"Python,R",Python,150000.0
Male,United States,31,Data Scientist,1 to 2 years,"Python,R",Python,105000.0
Male,Australia,32,Scientist/Researcher,6 to 10 years,"Jupyter notebooks,Python,R",Python,30000.0
Male,People 's Republic of China,29,Machine Learning Engineer,3 to 5 years,"MATLAB/Octave,Python,TensorFlow",Python,300000.0
Male,Japan,26,Data Analyst,3 to 5 years,"Jupyter notebooks,Python",Python,50000.0
Female,India,23,Data Analyst,Less than a year,"Python,R",R,350000.0
Female,India,36,Researcher,Less than a year,"Python,R",R,50000.0
Male,Canada,28,Computer Scientist,3 to 5 years,Python,Python,12000.0
Male,India,23,Data Scientist,Less than a year,"Jupyter notebooks,Python,R",R,200000.0
Male,Germany,50,Data Scientist,More than 10 years,"R,SQL",R,100000.0
Male,Australia,39,Data Scientist,More than 10 years,R,R,100000.0
Male,Germany,27,Software Developer/Software Engineer,6 to 10 years,"C/C++,Python",Python,65000.0
Female,United Kingdom,34,Other,3 to 5 years,R,Python,58000.0
Male,South Africa,54,Software Developer/Software Engineer,More than 10 years,Other,Python,720000.0
Male,Poland,31,Data Scientist,6 to 10 years,"C/C++,MATLAB/Octave",Python,120000.0
Male,Nigeria,40,Statistician,I don't write code to analyze data,Python,Python,900000.0
Male,Hungary,31,Researcher,6 to 10 years,MATLAB/Octave,Python,6000000.0
Male,Germany,41,Other,1 to 2 years,"Python,SQL",Python,68000.0
Male,Denmark,30,Data Scientist,3 to 5 years,"Jupyter notebooks,Python,SQL",Python,500000.0
Male,Pakistan,32,Statistician,3 to 5 years,R,R,600000.0
Male,Spain,32,Data Analyst,Less than a year,"R,SQL",R,28000.0
Male,Colombia,31,Business Analyst,6 to 10 years,"R,SQL",R,54000000.0
Male,Brazil,51,Scientist/Researcher,More than 10 years,"Jupyter notebooks,Python,R",Python,200000.0
Male,France,27,Scientist/Researcher,1 to 2 years,"Jupyter notebooks,Python,TensorFlow",Python,35000.0
Male,Egypt,38,Scientist/Researcher,More than 10 years,"MATLAB/Octave,Python,TensorFlow",Python,70000.0
Male,United States,27,Data Analyst,3 to 5 years,"Jupyter notebooks,Python,R,SQL,Tableau",Python,125000.0
Male,Canada,49,Predictive Modeler,3 to 5 years,"C/C++,Python,R",R,125000.0
Female,Canada,23,Scientist/Researcher,3 to 5 years,"C/C++,Python",Python,21483.0
Male,United States,25,Data Scientist,3 to 5 years,"MATLAB/Octave,Python,R",R,22000.0
Male,Other,38,Researcher,3 to 5 years,R,R,26000.0
Male,Mexico,39,Machine Learning Engineer,Less than a year,MATLAB/Octave,Other,110000.0
Female,United States,23,Business Analyst,3 to 5 years,"Jupyter notebooks,Python,R,SQL",Python,70000.0
Male,Germany,32,Business Analyst,3 to 5 years,"R,SQL",R,33000.0
Male,India,30,Software Developer/Software Engineer,6 to 10 years,Python,Python,1600000.0
Male,France,34,Data Scientist,3 to 5 years,"Jupyter notebooks,Python,R,SQL,Tableau",R,60000.0
Male,Other,25,Data Scientist,1 to 2 years,"Python,R",Python,1881.0
Male,Netherlands,38,Data Analyst,3 to 5 years,"R,SQL",Python,60000.0
Male,India,30,Data Scientist,1 to 2 years,R,R,45000.0
Male,Ireland,35,Data Analyst,More than 10 years,"Jupyter notebooks,Python,TensorFlow",Python,100000.0
Male,Canada,56,Scientist/Researcher,More than 10 years,"Python,R",Python,150000.0
Male,United States,36,Software Developer/Software Engineer,6 to 10 years,SQL,Python,75000.0
Male,Italy,30,Scientist/Researcher,3 to 5 years,Python,Python,40000.0
Male,Other,35,Data Scientist,3 to 5 years,"Jupyter notebooks,Python,TensorFlow",Python,144000.0
Male,Other,38,Software Developer/Software Engineer,3 to 5 years,"Python,TensorFlow",Python,20000.0
Female,Ukraine,25,DBA/Database Engineer,1 to 2 years,"Python,R",Python,120000.0
Male,United States,60,Engineer,More than 10 years,MATLAB/Octave,Matlab,140000.0
Male,United States,38,Data Scientist,6 to 10 years,"Jupyter notebooks,Python,R,SQL,Tableau",R,137500.0
Male,United States,45,Researcher,3 to 5 years,"Python,R",R,63000.0
Female,Australia,39,Researcher,More than 10 years,"R,SQL",Java,130000.0
Male,Other,47,Computer Scientist,6 to 10 years,Python,Python,1500000.0
Female,Switzerland,34,Data Scientist,6 to 10 years,"R,SQL,Tableau",Python,140000.0
Male,Italy,39,Data Scientist,More than 10 years,R,R,150000.0
Male,India,28,Business Analyst,1 to 2 years,"R,SAS Base,SQL",SQL,1400000.0
Male,United States,32,Data Scientist,3 to 5 years,"Amazon Web services,Python,R",Python,89500.0
Female,United Kingdom,31,Data Analyst,More than 10 years,"R,SAS Base,SQL",Python,110000.0
Male,United States,27,Data Analyst,3 to 5 years,"Python,R,SQL",SQL,65000.0
Male,Switzerland,34,Predictive Modeler,6 to 10 years,"R,SQL",R,115200.0
Male,Colombia,31,Data Scientist,1 to 2 years,"Jupyter notebooks,Python,R,SQL",R,96000000.0
Male,Philippines,31,Scientist/Researcher,3 to 5 years,Python,Python,900000.0
Male,United States,52,Engineer,1 to 2 years,Python,Python,130000.0
Male,Other,52,Business Analyst,More than 10 years,"Python,R,SQL",SQL,250000.0
Female,Philippines,37,Programmer,More than 10 years,SQL,C/C++/C#,25000.0
Male,Canada,48,Predictive Modeler,6 to 10 years,"Python,R",R,150000.0
